No.;Ticker;Market Cap;P/E;Fwd P/E;PEG;P/S;P/B;P/C;P/FCF;EPS this Y;EPS next Y;EPS past 5Y;EPS next 5Y;Sales past 5Y;Price;Change;Volume
6913;VAR;10.30B;31.34;23.37;3.92;3.60;6.88;18.99;22.04;-18.70%;7.89%;-6.10%;8.00%;-1.00%;112.49;-0.04%;204,873
6914;VAW;-;-;-;-;-;-;-;-;-;-;-;-;-;134.57;-0.13%;38,167
6915;VB;-;-;-;-;-;-;-;-;-;-;-;-;-;163.92;0.28%;143,819
6916;VBF;-;-;-;-;-;-;-;-;-;-;0.00%;-;-;17.57;0.00%;20,339
6917;VBIV;121.68M;-;-;-;150.97;1.35;-;-;0.00%;12.50%;-;-;-;1.95;3.25%;167,741
6918;VBK;-;-;-;-;-;-;-;-;-;-;-;-;-;187.91;0.52%;39,769
6919;VBLT;55.61M;-;-;-;3.92;0.76;0.95;-;42.30%;-21.00%;10.90%;-;-;1.55;0.00%;19,465
6920;VBND;-;-;-;-;-;-;-;-;-;-;-;-;-;47.37;0.00%;13,037
6921;VBR;-;-;-;-;-;-;-;-;-;-;-;-;-;140.96;-0.08%;72,475
6922;VBTX;716.43M;20.82;12.19;2.08;5.93;1.37;1.68;210.71;-14.90%;33.30%;44.70%;10.00%;30.00%;28.89;-0.03%;62,732
6923;VC;3.09B;7.86;13.77;0.52;0.99;5.77;5.88;22.71;286.20%;12.53%;32.80%;15.20%;-11.30%;97.75;-2.73%;466,659
6924;VCEL;659.34M;-;-;-;8.84;6.27;6.94;-;55.90%;79.50%;49.80%;-;397.40%;14.75;-0.34%;375,998
6925;VCF;69.86M;22.34;-;-;15.88;0.97;-;-;-;-;0.00%;-;-;14.43;-0.02%;610
6926;VCIT;-;-;-;-;-;-;-;-;-;-;-;-;-;83.17;-0.14%;406,629
6927;VCLT;-;-;-;-;-;-;-;-;-;-;-;-;-;87.14;-0.25%;48,437
6928;VCNX;95.85M;-;-;-;239.62;-;73.73;-;16.40%;37.00%;-;-;-;7.15;-6.90%;18,364
6929;VCR;-;-;-;-;-;-;-;-;-;-;-;-;-;179.74;0.25%;25,354
6930;VCRA;1.06B;-;58.08;-;6.22;7.19;5.14;129.42;19.00%;50.00%;-54.80%;15.50%;10.00%;36.01;0.81%;91,517
6931;VCSH;-;-;-;-;-;-;-;-;-;-;-;-;-;78.01;-0.05%;1,259,317
6932;VCTR;618.40M;10.57;5.47;1.27;1.48;1.53;40.68;4.98;621.40%;4.34%;-;8.30%;-;9.90;4.65%;75,005
6933;VCV;-;-;-;-;-;-;-;-;-;-;-;-;-;11.61;0.00%;34,655
6934;VCYT;412.30M;-;-;-;5.16;13.75;17.32;-;16.00%;27.50%;-0.30%;-;44.00%;10.58;2.62%;192,107
6935;VDC;-;-;-;-;-;-;-;-;-;-;-;-;-;140.30;-0.47%;41,282
6936;VDE;-;-;-;-;-;-;-;-;-;-;-;-;-;106.47;0.76%;96,930
6937;VEA;-;-;-;-;-;-;-;-;-;-;-;-;-;43.88;0.56%;3,947,127
6938;VEAC;19.40M;176.32;-;-;-;31.60;-;-;-;-;-;-;-;10.00;-0.50%;4,814
6939;VEACU;1.42B;215.31;-;-;-;0.31;7100.68;-;-;-;-;-;-;10.80;2.37%;30
6940;VEC;350.63M;12.64;9.90;-;0.29;1.72;8.55;11.27;1.00%;2.81%;-21.10%;-;-9.40%;30.69;-0.13%;19,929
6941;VECO;544.09M;-;10.41;-;0.92;0.85;2.08;-;59.10%;80.35%;-31.10%;-;-1.20%;10.50;-1.87%;188,999
6942;VEDL;11.53B;56.44;-;-;0.91;1.47;2.32;6.32;-80.10%;-;-29.40%;-;4.80%;12.83;1.02%;273,646
6943;VEEV;15.07B;93.87;61.16;4.80;19.67;14.38;14.92;55.22;100.30%;16.31%;54.10%;19.55%;39.50%;104.11;-0.98%;664,965
6944;VEGA;-;-;-;-;-;-;-;-;-;-;-;-;-;32.07;0.00%;0
6945;VEGI;-;-;-;-;-;-;-;-;-;-;-;-;-;29.66;0.17%;1,271
6946;VEON;4.96B;-;12.65;-;0.53;1.43;3.48;39.38;-27.10%;-16.36%;-18.00%;-;-16.30%;2.91;0.17%;876,296
6947;VER;7.12B;-;-;-;5.68;0.95;387.01;-;85.80%;-200.00%;44.00%;5.00%;79.50%;7.36;-0.14%;3,898,078
6948;VERI;193.60M;-;-;-;12.25;2.39;2.48;-;-185.10%;9.50%;-;50.00%;-;10.77;1.41%;39,763
6949;VERU;102.28M;-;-;-;7.10;2.72;18.27;-;-72.70%;28.90%;-19.80%;-;-17.20%;1.81;-0.55%;37,012
6950;VESH;-;-;-;-;-;-;-;-;-;-;-;-;-;21.00;0.00%;0
6951;VET;5.07B;-;54.59;-;5.70;2.55;-;-;136.30%;35.60%;-63.72%;22.76%;-;33.77;1.41%;68,829
6952;VETS;-;-;-;-;-;-;-;-;-;-;-;-;-;28.13;0.00%;0
6953;VEU;-;-;-;-;-;-;-;-;-;-;-;-;-;52.74;0.54%;1,186,289
6954;VFC;36.02B;28.54;22.04;2.14;2.84;9.63;76.99;69.79;-78.30%;14.18%;-25.10%;13.32%;-23.20%;91.14;-0.11%;544,377
6955;VFH;-;-;-;-;-;-;-;-;-;-;-;-;-;71.29;-0.11%;180,572
6956;VFL;55.02M;19.32;-;-;13.16;0.85;-;-;-;-;0.00%;-;-;12.14;-0.08%;2,864
6957;VFLQ;-;-;-;-;-;-;-;-;-;-;-;-;-;84.21;0.37%;163
6958;VFMF;-;-;-;-;-;-;-;-;-;-;-;-;-;83.12;0.06%;5,865
6959;VFMO;-;-;-;-;-;-;-;-;-;-;-;-;-;86.93;0.75%;1,955
6960;VFMV;-;-;-;-;-;-;-;-;-;-;-;-;-;85.77;0.32%;445
6961;VFQY;-;-;-;-;-;-;-;-;-;-;-;-;-;86.03;0.05%;604
6962;VFVA;-;-;-;-;-;-;-;-;-;-;-;-;-;81.27;-0.12%;197
6963;VG;3.31B;52.30;39.71;5.23;3.24;6.36;-;25.10;177.50%;-3.32%;0.00%;10.00%;3.40%;14.24;2.74%;690,391
6964;VGI;-;-;-;-;-;-;-;-;-;-;-;-;-;13.06;0.31%;10,329
6965;VGIT;-;-;-;-;-;-;-;-;-;-;-;-;-;61.91;-0.16%;43,052
6966;VGK;-;-;-;-;-;-;-;-;-;-;-;-;-;57.44;0.52%;1,083,917
6967;VGLT;-;-;-;-;-;-;-;-;-;-;-;-;-;71.63;-0.32%;25,183
6968;VGM;-;-;-;-;-;-;-;-;-;-;0.00%;-;-;11.66;0.03%;66,429
6969;VGR;2.00B;35.77;20.60;3.25;1.09;-;4.28;-;-29.10%;67.32%;6.20%;11.00%;10.80%;14.28;1.06%;617,940
6970;VGSH;-;-;-;-;-;-;-;-;-;-;-;-;-;59.67;-0.03%;57,815
6971;VGT;-;-;-;-;-;-;-;-;-;-;-;-;-;201.53;0.00%;169,497
6972;VGZ;53.28M;-;-;-;-;1.84;3.06;-;-246.90%;-;33.70%;-;-;0.50;1.61%;40,847
6973;VHC;253.76M;-;-;-;317.20;70.00;53.99;-;42.00%;-;10.90%;15.00%;30.30%;4.45;5.95%;381,998
6974;VHI;1.02B;3.79;3.26;0.15;0.52;-;1.83;-;257.90%;23.53%;18.60%;25.50%;-2.10%;2.59;-5.58%;296,154
6975;VHT;-;-;-;-;-;-;-;-;-;-;-;-;-;179.20;0.01%;92,633
6976;VIA;1.72B;7.02;-;0.48;0.13;2.01;-;-;-;-;-;14.70%;-;34.85;0.00%;22,465
6977;VIAB;13.07B;7.20;7.41;1.51;1.02;1.87;14.07;8.51;29.40%;7.77%;1.40%;4.79%;-0.90%;32.55;-0.12%;1,092,309
6978;VIAV;2.60B;-;16.95;-;2.95;3.56;3.33;110.57;-128.70%;12.65%;-23.30%;10.00%;-12.10%;11.42;0.88%;414,312
6979;VICI;7.87B;26.89;12.53;0.45;12.47;1.29;8.03;-;700.00%;11.64%;-;60.37%;-;21.33;0.31%;1,371,491
6980;VICL;30.35M;-;-;-;3.53;0.57;0.58;-;-12.30%;-7.40%;17.70%;-;-4.60%;1.42;2.16%;40,415
6981;VICR;2.02B;148.78;-;8.50;7.93;12.27;37.54;-;102.60%;-;15.40%;17.50%;0.80%;49.15;0.41%;82,305
6982;VIDI;-;-;-;-;-;-;-;-;-;-;-;-;-;25.64;0.63%;22,534
6983;VIG;-;-;-;-;-;-;-;-;-;-;-;-;-;111.53;-0.12%;251,549
6984;VIGI;-;-;-;-;-;-;-;-;-;-;-;-;-;64.89;0.51%;22,046
6985;VIIX;-;-;-;-;-;-;-;-;-;-;-;-;-;11.26;-0.09%;30,107
6986;VIOG;-;-;-;-;-;-;-;-;-;-;-;-;-;174.48;0.18%;8,364
6987;VIOO;-;-;-;-;-;-;-;-;-;-;-;-;-;160.42;0.17%;16,086
6988;VIOV;-;-;-;-;-;-;-;-;-;-;-;-;-;145.34;0.20%;4,332
6989;VIPS;4.00B;12.45;8.73;87.05;0.34;1.70;3.38;-;-4.20%;22.44%;171.50%;0.14%;153.80%;5.99;-1.07%;6,960,513
6990;VIRC;64.46M;14.05;-;-;0.34;1.12;58.60;-;-94.60%;-;18.20%;-;3.70%;4.45;3.49%;10,372
6991;VIRT;4.16B;7.34;12.27;-;2.21;2.07;6.30;9.43;76.50%;3.86%;18.10%;-2.71%;10.80%;21.23;-1.05%;255,574
6992;VIS;-;-;-;-;-;-;-;-;-;-;-;-;-;148.27;-0.03%;93,009
6993;VISI;72.10M;7.82;-;-;0.07;1.39;-;60.08;296.10%;-;30.50%;-;-11.10%;3.70;4.23%;15,389
6994;VIV;15.23B;9.23;9.48;1.47;1.43;0.91;14.02;16.98;12.80%;1.64%;-7.20%;6.30%;5.00%;9.31;-0.85%;687,284
6995;VIVE;88.60M;-;-;-;4.82;10.25;2.93;-;3.10%;27.80%;60.30%;20.00%;69.90%;2.86;-0.35%;65,073
6996;VIVO;644.48M;28.68;19.79;1.69;3.07;3.67;11.13;93.40;-33.40%;9.71%;-8.80%;17.00%;3.10%;15.15;-0.33%;83,718
6997;VIXM;-;-;-;-;-;-;-;-;-;-;-;-;-;20.36;-1.12%;4,848
6998;VIXY;-;-;-;-;-;-;-;-;-;-;-;-;-;21.94;-0.14%;515,724
6999;VJET;75.00M;-;-;-;2.68;1.55;3.79;-;24.60%;42.90%;-;-;21.60%;4.13;5.90%;24,985
7000;VKI;460.78M;23.75;-;-;11.13;0.88;-;-;-;-;-;-;-;10.41;0.29%;39,156
7001;VKQ;631.73M;23.97;-;-;11.26;0.86;1263.46;50.14;883.00%;-;-13.70%;-;3.70%;11.35;-0.13%;52,128
7002;VKTX;1.22B;-;-;-;-;7.25;8.58;-;12.50%;-6.50%;-;40.00%;-;19.21;-0.41%;2,302,046
7003;VLGEA;401.57M;16.05;-;-;0.25;1.31;5.03;45.63;-9.50%;-;-5.50%;-;2.40%;27.65;-0.50%;1,881
7004;VLO;49.32B;18.83;10.80;0.41;0.46;2.27;11.08;23.85;0.50%;60.07%;-2.40%;46.45%;-7.40%;117.49;2.20%;1,627,786
7005;VLP;2.54B;13.15;11.79;18.79;5.05;9.60;25.33;26.55;1.80%;5.44%;53.04%;0.70%;31.30%;36.29;0.50%;68,825
7006;VLRS;672.88M;71.48;26.44;-;0.50;1.96;-;5.75;-116.90%;167.40%;-31.90%;-;16.30%;7.76;0.52%;115,651
7007;VLRX;22.65M;-;-;-;0.97;6.10;0.69;-;77.10%;22.90%;-;-;-;0.99;8.20%;451,584
7008;VLT;-;-;-;-;-;-;-;-;-;-;-;-;-;13.67;0.07%;6,119
7009;VLU;-;-;-;-;-;-;-;-;-;-;-;-;-;108.90;0.82%;84
7010;VLUE;-;-;-;-;-;-;-;-;-;-;-;-;-;88.61;-0.20%;51,439
7011;VLY;3.90B;18.73;11.51;3.75;3.98;1.27;8.26;12.48;2.40%;18.01%;-2.40%;5.00%;4.60%;11.80;0.34%;330,861
7012;VMBS;-;-;-;-;-;-;-;-;-;-;-;-;-;50.82;-0.14%;199,916
7013;VMC;15.17B;43.39;21.58;1.43;3.68;3.02;275.31;30.33;-29.40%;24.43%;48.80%;30.30%;8.70%;113.12;-1.24%;433,958
7014;VMI;3.16B;21.82;16.29;2.18;1.14;2.83;4.37;50.66;-8.80%;13.50%;-4.50%;10.00%;-1.90%;140.00;-0.21%;30,383
7015;VMIN;-;-;-;-;-;-;-;-;-;-;-;-;-;3.40;0.29%;27,590
7016;VMM;139.67M;30.81;-;-;15.83;0.85;-;-;-;-;0.00%;-;-;12.03;-0.91%;7,261
7017;VMO;774.35M;24.08;-;-;11.19;0.87;-;-;538.10%;-;-10.70%;-;6.90%;11.41;-0.44%;177,430
7018;VMOT;-;-;-;-;-;-;-;-;-;-;-;-;-;29.06;0.55%;6,896
7019;VMW;63.11B;24.69;23.24;2.20;7.45;6.01;4.74;17.92;33.20%;7.21%;16.70%;11.23%;11.50%;157.12;2.37%;858,579
7020;VNCE;170.38M;-;-;-;0.63;2.52;32.15;-;91.20%;-;23.00%;-11.00%;2.50%;14.34;0.49%;88,184
7021;VNDA;1.07B;2921.43;54.68;186.08;6.05;4.24;4.62;-;16.00%;731.11%;19.30%;15.70%;38.20%;20.55;0.49%;146,226
7022;VNE;4.91B;-;-;-;2.11;2.47;5.01;-;-308.70%;31.30%;-;-;-;55.74;-1.07%;201,276
7023;VNET;1.06B;-;70.21;-;2.22;1.54;3.07;16.91;-11.90%;240.48%;-56.10%;20.00%;17.40%;10.21;1.69%;310,621
7024;VNLA;-;-;-;-;-;-;-;-;-;-;-;-;-;50.11;0.02%;24,267
7025;VNM;-;-;-;-;-;-;-;-;-;-;-;-;-;16.90;0.48%;48,742
7026;VNO;13.88B;81.15;49.01;4.68;6.47;4.12;12.72;-;-50.20%;32.04%;-9.00%;17.33%;-4.70%;73.75;0.31%;339,423
7027;VNOM;2.13B;18.07;21.51;0.56;8.88;7.99;64.71;313.06;914.10%;-15.44%;84.92%;32.12%;-;42.28;-0.01%;339,800
7028;VNQ;-;-;-;-;-;-;-;-;-;-;-;-;-;80.24;0.09%;1,987,953
7029;VNQI;-;-;-;-;-;-;-;-;-;-;-;-;-;57.15;0.19%;139,176
7030;VNRX;69.37M;-;-;-;-;7.18;5.83;-;-8.40%;21.70%;-5.10%;-;-;2.38;0.42%;95,437
7031;VNTR;1.04B;2.28;5.25;0.11;0.44;0.76;2.93;2.98;235.50%;-28.03%;-;20.30%;6.70%;8.99;-4.56%;803,181
7032;VO;-;-;-;-;-;-;-;-;-;-;-;-;-;165.55;-0.01%;89,491
7033;VOC;91.32M;10.93;-;-;9.93;1.25;456.60;-;73.70%;-;-25.70%;-;-24.70%;5.41;-0.01%;14,024
7034;VOD;58.59B;12.11;33.91;0.65;1.07;0.77;-;-;302.10%;-33.47%;24.70%;18.50%;4.10%;22.52;-0.55%;5,852,131
7035;VOE;-;-;-;-;-;-;-;-;-;-;-;-;-;114.59;-0.31%;87,132
7036;VONE;-;-;-;-;-;-;-;-;-;-;-;-;-;134.26;0.04%;12,535
7037;VONG;-;-;-;-;-;-;-;-;-;-;-;-;-;159.76;0.17%;37,121
7038;VONV;-;-;-;-;-;-;-;-;-;-;-;-;-;112.28;-0.19%;21,379
7039;VOO;-;-;-;-;-;-;-;-;-;-;-;-;-;268.57;-0.03%;1,711,652
7040;VOOG;-;-;-;-;-;-;-;-;-;-;-;-;-;158.65;0.06%;20,259
7041;VOOV;-;-;-;-;-;-;-;-;-;-;-;-;-;113.38;-0.14%;5,317
7042;VOT;-;-;-;-;-;-;-;-;-;-;-;-;-;142.90;0.23%;43,582
7043;VOX;-;-;-;-;-;-;-;-;-;-;-;-;-;86.31;0.19%;63,754
7044;VOXX;128.18M;-;46.82;-;0.26;0.28;2.57;-;141.10%;-57.69%;-50.60%;10.00%;-9.50%;5.15;0.00%;10,837
7045;VOYA;8.42B;22.53;9.46;0.48;1.06;0.99;5.19;-;122.90%;24.35%;-6.70%;46.60%;-2.20%;50.81;0.83%;659,630
7046;VPG;525.92M;26.35;16.45;1.65;1.88;2.48;7.04;40.77;93.10%;19.38%;0.90%;16.00%;3.20%;38.75;1.97%;28,947
7047;VPL;-;-;-;-;-;-;-;-;-;-;-;-;-;71.30;0.68%;134,609
7048;VPU;-;-;-;-;-;-;-;-;-;-;-;-;-;116.24;-1.19%;127,406
7049;VPV;-;-;-;-;-;-;-;-;-;-;0.00%;-;-;11.79;0.03%;4,421
7050;VQT;-;-;-;-;-;-;-;-;-;-;-;-;-;170.93;-1.20%;8
7051;VRA;552.96M;28.65;22.60;2.15;1.24;1.84;4.13;10.67;-52.70%;10.41%;-32.30%;13.30%;-3.20%;15.26;1.06%;129,429
7052;VRAY;893.31M;-;-;-;11.94;18.53;13.51;-;2.30%;40.70%;-13.40%;-;79.00%;9.40;-0.53%;265,012
7053;VRCA;419.25M;-;-;-;-;4.09;4.07;-;-133.10%;12.20%;-;-;-;16.28;0.84%;11,652
7054;VREX;1.13B;31.42;18.13;1.65;1.44;2.64;21.45;21.09;-25.90%;23.26%;-;19.00%;-;29.51;0.03%;146,773
7055;VRIG;-;-;-;-;-;-;-;-;-;-;-;-;-;25.09;-0.04%;28,900
7056;VRML;42.53M;-;-;-;14.66;4.00;3.02;-;29.90%;13.30%;15.80%;-;8.30%;0.73;6.65%;43,551
7057;VRNA;1.38B;-;-;-;-;1.95;-;-;-0.80%;-0.40%;-;-;-;12.71;-3.36%;6
7058;VRNS;2.09B;-;254.59;-;8.63;20.07;13.20;77.26;25.70%;910.71%;-19.60%;32.75%;32.40%;73.30;1.73%;83,491
7059;VRNT;3.20B;65.26;14.15;6.53;2.67;2.72;8.33;20.55;110.10%;10.72%;-45.10%;10.00%;6.20%;49.15;-0.51%;188,520
7060;VRP;-;-;-;-;-;-;-;-;-;-;-;-;-;24.94;0.16%;139,290
7061;VRS;1.03B;27.65;9.30;-;0.40;1.36;146.78;6.63;-102.80%;18.59%;22.30%;-;10.80%;30.64;3.25%;283,335
7062;VRSK;19.90B;38.70;26.59;2.74;8.65;9.55;146.54;31.21;4.70%;8.64%;8.40%;14.10%;8.80%;121.10;0.87%;224,422
7063;VRSN;19.43B;41.21;30.66;5.15;16.33;-;16.59;31.51;9.80%;12.72%;14.50%;8.00%;5.90%;160.48;0.96%;424,812
7064;VRTS;863.28M;13.04;8.62;0.54;1.68;1.68;3.82;-;-7.00%;12.50%;4.40%;24.23%;8.70%;118.60;-1.08%;25,806
7065;VRTSP;738.11M;12.29;-;-;1.44;1.44;-;-;-;-;-;-;-;103.00;0.00%;0
7066;VRTU;1.69B;165.11;19.50;8.26;1.55;3.98;8.00;53.84;73.30%;22.84%;-9.30%;20.00%;25.10%;54.62;0.55%;22,675
7067;VRTV;671.06M;304.03;8.06;27.39;0.08;1.13;9.66;42.47;-17.20%;22.83%;3.60%;11.10%;6.80%;36.95;-1.99%;62,350
7068;VRTX;46.67B;114.14;38.75;1.98;17.79;17.23;16.86;65.64;327.00%;24.69%;47.60%;57.70%;10.30%;183.19;0.56%;424,586
7069;VSAR;50.69M;-;-;-;1.27;0.73;0.75;-;-7.60%;3.70%;-42.60%;-;-;1.42;1.79%;182,037
7070;VSAT;3.83B;-;31670.00;-;2.31;1.99;69.84;-;-338.20%;100.00%;-2.50%;18.80%;7.30%;63.72;0.60%;96,389
7071;VSDA;-;-;-;-;-;-;-;-;-;-;-;-;-;31.20;0.00%;0
7072;VSEC;369.41M;12.41;-;1.55;0.52;1.16;615.68;18.11;6.00%;-;0.30%;8.00%;6.80%;33.19;-0.20%;7,371
7073;VSH;3.13B;11.95;9.72;1.30;1.11;2.25;2.72;40.49;354.60%;11.24%;13.30%;9.20%;3.10%;21.15;-1.86%;403,996
7074;VSI;278.94M;-;53.37;-;0.24;1.35;146.81;6.63;-56.40%;89.09%;-47.90%;-;4.40%;10.90;-1.80%;627,741
7075;VSL;-;-;-;-;-;-;-;-;-;-;-;-;-;25.54;0.00%;0
7076;VSLR;616.51M;82.03;25.74;-;2.12;2.00;3.54;-;14.30%;-53.10%;20.70%;-13.00%;259.10%;5.20;-0.95%;76,590
7077;VSM;4.03B;18.15;14.54;1.13;3.06;32.32;-;53.11;-9.50%;9.32%;-;16.03%;3.50%;36.68;-0.43%;151,056
7078;VSMV;-;-;-;-;-;-;-;-;-;-;-;-;-;30.15;0.09%;177
7079;VSS;-;-;-;-;-;-;-;-;-;-;-;-;-;113.75;0.35%;102,463
7080;VST;12.56B;-;11.11;-;2.05;1.49;16.60;14.89;-99.10%;98.43%;-;12.60%;-0.70%;23.52;-1.45%;2,264,140
7081;VSTM;665.15M;-;-;-;66.52;4.32;3.94;-;-79.10%;34.10%;-0.70%;1.74%;-;7.68;-14.05%;9,984,595
7082;VSTO;991.66M;-;33.65;-;0.44;0.84;15.64;4.11;59.70%;99.61%;-31.00%;25.00%;14.10%;17.20;-0.35%;143,666
7083;VT;-;-;-;-;-;-;-;-;-;-;-;-;-;76.59;0.20%;497,500
7084;VTA;-;-;-;-;-;-;-;-;-;-;0.00%;-;-;11.49;-0.43%;62,526
7085;VTC;-;-;-;-;-;-;-;-;-;-;-;-;-;80.80;-0.09%;625
7086;VTEB;-;-;-;-;-;-;-;-;-;-;-;-;-;50.38;-0.18%;1,746,887
7087;VTGN;35.11M;-;-;-;-;9.79;4.88;-;27.30%;-16.20%;46.50%;-;-;1.37;-0.20%;88,924
7088;VTHR;-;-;-;-;-;-;-;-;-;-;-;-;-;134.53;0.05%;1,214
7089;VTI;-;-;-;-;-;-;-;-;-;-;-;-;-;150.63;0.01%;1,292,456
7090;VTIP;-;-;-;-;-;-;-;-;-;-;-;-;-;48.29;-0.06%;191,734
7091;VTL;13.35M;-;-;-;-;0.47;0.43;-;-0.10%;-7.70%;-29.30%;15.50%;-;0.30;0.37%;1,315,422
7092;VTN;-;-;-;-;-;-;-;-;-;-;-;-;-;12.31;-0.73%;43,619
7093;VTNR;55.84M;14.48;-;0.72;0.34;2.21;32.85;-;95.90%;55.60%;-15.80%;20.00%;1.60%;1.80;-0.82%;120,644
7094;VTR;19.74B;39.13;34.10;5.67;5.36;1.81;210.70;57.28;5.30%;20.00%;9.70%;6.90%;7.70%;54.49;-0.27%;743,024
7095;VTSI;41.50M;9.53;15.59;-;2.18;3.38;8.47;24.41;123.70%;7.94%;-17.20%;-;41.60%;5.30;0.00%;6,119
7096;VTV;-;-;-;-;-;-;-;-;-;-;-;-;-;112.22;-0.27%;463,284
7097;VTVT;27.93M;-;-;-;5.82;-;23.27;-;38.00%;31.50%;-;-;-;0.79;-4.70%;71,509
7098;VTWG;-;-;-;-;-;-;-;-;-;-;-;-;-;157.53;0.53%;5,356
7099;VTWO;-;-;-;-;-;-;-;-;-;-;-;-;-;136.85;0.35%;26,172
7100;VTWV;-;-;-;-;-;-;-;-;-;-;-;-;-;117.24;0.25%;6,153
7101;VUG;-;-;-;-;-;-;-;-;-;-;-;-;-;160.74;0.27%;170,421
7102;VUSE;-;-;-;-;-;-;-;-;-;-;-;-;-;34.56;-0.10%;17,993
7103;VUZI;196.88M;-;-;-;27.34;4.62;6.74;-;17.70%;31.80%;5.40%;20.00%;11.40%;6.72;1.89%;135,485
7104;VV;-;-;-;-;-;-;-;-;-;-;-;-;-;134.37;-0.01%;60,443
7105;VVC;5.94B;36.34;23.43;4.54;2.20;3.19;606.38;-;-19.50%;6.08%;1.20%;8.00%;3.50%;71.45;-0.08%;64,847
7106;VVI;1.20B;23.28;20.22;1.66;0.95;2.82;24.22;-;69.30%;9.49%;92.10%;14.00%;5.40%;58.60;-0.76%;22,592
7107;VVPR;20.76M;-;-;-;0.62;0.54;10.92;-;-380.90%;-;-;-;-;1.46;-0.68%;11,451
7108;VVR;-;-;-;-;-;-;-;-;-;-;-;-;-;4.33;0.00%;183,604
7109;VVUS;53.25M;-;-;-;0.99;-;0.43;-;-228.60%;-29.20%;27.50%;0.80%;100.60%;4.80;-2.83%;57,046
7110;VVV;4.11B;14.58;14.39;1.27;1.84;-;38.40;-;11.90%;15.57%;-;11.52%;-;21.60;0.61%;381,835
7111;VWO;-;-;-;-;-;-;-;-;-;-;-;-;-;41.44;0.39%;4,933,366
7112;VWOB;-;-;-;-;-;-;-;-;-;-;-;-;-;75.39;-0.06%;85,236
7113;VXF;-;-;-;-;-;-;-;-;-;-;-;-;-;123.72;0.28%;54,781
7114;VXRT;21.64M;-;-;-;7.21;0.97;0.91;-;-995.20%;-;-35.45%;-;-29.50%;2.91;-3.96%;11,706
7115;VXUS;-;-;-;-;-;-;-;-;-;-;-;-;-;54.70;0.58%;224,761
7116;VXX;-;-;-;-;-;-;-;-;-;-;-;-;-;26.65;-0.11%;10,826,525
7117;VXXB;-;-;-;-;-;-;-;-;-;-;-;-;-;26.60;-0.26%;2,813
7118;VXZ;-;-;-;-;-;-;-;-;-;-;-;-;-;17.03;-0.41%;35,022
7119;VXZB;-;-;-;-;-;-;-;-;-;-;-;-;-;16.96;-1.40%;463
7120;VYGR;599.80M;-;-;-;54.53;7.12;3.06;-;-66.00%;-13.60%;-;-;-;18.21;-0.05%;147,898
7121;VYM;-;-;-;-;-;-;-;-;-;-;-;-;-;88.32;-0.33%;200,167
7122;VYMI;-;-;-;-;-;-;-;-;-;-;-;-;-;63.82;0.46%;21,648
7123;VZ;221.39B;15.55;11.26;2.60;1.71;4.26;126.51;22.05;1.30%;2.02%;60.50%;5.99%;1.70%;53.32;-0.41%;4,692,421
7124;VZA;105.94B;3.40;-;-;0.82;2.04;-;-;-;-;-;-;-;25.58;-0.23%;16,106
7125;W;12.68B;-;-;-;2.23;-;22.04;-;13.20%;16.30%;-37.70%;16.00%;51.00%;139.03;0.98%;347,419
7126;WAAS;473.57M;-;-;-;3.67;1.39;4.41;47.36;-23.40%;20.90%;-;-;-;17.49;-1.24%;18,109
7127;WAB;10.22B;31.81;23.43;2.14;2.43;3.55;41.62;76.57;-8.60%;15.92%;3.40%;14.90%;10.20%;106.78;1.10%;183,121
7128;WABC;1.65B;24.34;20.63;8.11;11.98;2.79;2.58;37.23;3.00%;8.90%;-4.20%;3.00%;-6.10%;61.08;-0.42%;28,986
7129;WAFD;2.75B;14.62;12.60;1.46;4.64;1.39;5.79;23.94;9.00%;9.15%;8.60%;10.00%;-1.40%;32.80;0.15%;71,833
7130;WAGE;1.65B;34.04;20.92;2.27;3.57;2.64;1.85;8.80;-13.40%;7.42%;-12.40%;15.00%;21.90%;40.72;1.81%;179,701
7131;WAIR;1.08B;-;11.62;-;0.70;1.61;23.58;-;-358.30%;23.19%;-35.10%;-11.82%;13.00%;11.27;2.04%;55,164
7132;WAL;6.27B;16.91;12.80;1.88;6.72;2.58;7.15;13.93;19.90%;13.79%;28.40%;9.00%;21.60%;59.21;0.27%;461,327
7133;WASH;962.73M;16.03;13.27;3.21;6.00;2.31;5.32;31.26;11.30%;8.08%;7.10%;5.00%;4.30%;56.15;-0.27%;11,579
7134;WAT;15.19B;26.01;21.98;2.61;6.38;7.75;6.76;28.34;10.50%;10.18%;6.40%;9.97%;4.60%;196.67;0.04%;184,859
7135;WATT;281.47M;-;-;-;562.93;7.53;7.59;-;10.90%;73.00%;-;-;-;10.24;-1.44%;429,660
7136;WB;16.83B;36.53;19.89;0.79;11.42;11.81;10.72;-;222.80%;38.16%;38.60%;46.00%;77.10%;75.50;-0.24%;497,578
7137;WBA;71.54B;16.72;11.20;1.44;0.56;2.58;39.35;17.07;-1.10%;7.79%;9.40%;11.64%;10.50%;72.48;0.39%;1,551,859
7138;WBAI;478.23M;-;-;-;20.18;2.02;5.54;-;-58.70%;-;-;15.75%;-5.20%;10.92;1.02%;14,653
7139;WBC;6.24B;7.81;14.31;1.20;1.66;5.26;7.87;19.61;126.50%;9.51%;19.20%;6.51%;5.90%;116.76;-1.03%;163,271
